date,tmin,tmax
2002-04-06,1.7,8.9
2002-04-07,0.0,12.2
2002-04-08,6.1,21.7
2002-04-09,15.6,24.4
2002-04-10,10.0,19.4
2002-04-11,7.8,19.4
2002-04-12,9.4,18.3
2002-04-13,14.4,24.4
2002-04-14,16.7,28.3
2002-04-15,17.2,30.0
2002-04-16,18.3,33.3
2002-04-17,18.3,35.0
2002-04-18,19.4,32.8
2002-04-19,17.8,28.3
2002-04-20,16.7,27.2
2002-04-21,8.3,17.2
2002-04-22,8.3,20.6
2002-04-23,5.0,14.4
2002-04-24,5.0,17.8
2002-04-25,9.4,18.3
2002-04-26,7.8,18.3
2002-04-27,6.7,18.3
2002-04-28,12.2,23.9
2002-04-29,10.0,18.9
2002-04-30,7.2,21.7
2002-05-01,10.6,23.3
2002-05-02,13.9,26.7
2002-05-03,10.0,21.1
2002-05-04,7.2,17.2
2002-05-05,10.0,20.6
2002-05-06,11.1,22.2
2002-05-07,15.6,23.9
2002-05-08,15.6,26.1
2002-05-09,15.0,18.9
2002-05-10,15.6,25.6
2002-05-11,11.7,22.2
2002-05-12,15.0,29.4
2002-05-13,15.0,28.3
2002-05-14,10.6,18.9
2002-05-15,7.2,22.8
2002-05-16,10.6,27.8
2002-05-17,17.8,28.3
2002-05-18,8.9,18.3
2002-05-19,6.7,16.1
2002-05-20,5.6,16.7
2002-05-21,6.1,15.6
2002-05-22,5.6,19.4
2002-05-23,8.3,25.0
2002-05-24,13.3,30.0
2002-05-25,16.7,25.0
2002-05-26,16.1,28.9
2002-05-27,19.4,28.9
2002-05-28,18.3,28.9
2002-05-29,18.3,28.9
2002-05-30,21.7,28.9
2002-05-31,19.4,32.8
2003-03-01,0.6,4.4
2003-03-02,2.2,11.1
2003-03-03,-6.7,5.6
2003-03-04,-5.0,7.8
2003-03-05,3.3,20.0
2003-03-06,-1.1,9.4
2003-03-07,-3.9,3.3
2003-03-08,-1.7,13.9
2003-03-09,-0.6,16.1
2003-03-10,-3.3,4.4
2003-03-11,-1.7,6.7
2003-03-12,0.0,15.0
2003-03-13,5.0,20.6
2003-03-14,-1.1,7.2
2003-03-15,0.0,15.0
2003-03-16,6.1,19.4
2003-03-17,11.7,17.2
2003-03-18,10.0,21.1
2003-03-19,3.9,10.0
2003-03-20,3.9,10.6
2003-03-21,5.6,14.4
2003-03-22,6.1,19.4
2003-03-23,8.3,18.3
2003-03-24,7.2,19.4
2003-03-25,7.8,21.7
2003-03-26,8.3,24.4
2003-03-27,5.0,18.3
2003-03-28,6.7,14.4
2003-03-29,11.7,22.2
2003-03-30,1.1,11.7
2003-03-31,-0.6,7.2
2003-04-01,0.0,17.2
2003-04-02,7.2,26.7
2003-04-03,10.6,28.3
2003-04-04,7.8,12.2
2003-04-05,7.2,15.0
2003-04-06,4.4,13.3
2003-04-07,2.8,8.9
2003-04-08,2.8,5.0
2003-04-09,3.3,7.8
2003-04-10,5.6,11.1
2003-04-11,4.4,8.9
2003-04-12,8.9,21.1
2003-04-13,6.7,18.9
2003-04-14,6.1,20.6
2003-04-15,10.0,28.3
2003-04-16,13.9,29.4
2003-04-17,4.4,21.7
2003-04-18,3.9,8.3
2003-04-19,7.8,16.7
2003-04-20,6.7,19.4
2003-04-21,9.4,20.0
2003-04-22,8.9,19.4
2003-04-23,7.2,17.2
2003-04-24,6.1,18.9
2003-04-25,9.4,20.6
2003-04-26,13.3,17.2
2003-04-27,10.6,21.7
2003-04-28,8.3,24.4
2003-04-29,13.9,24.4
2003-04-30,12.2,23.3
2003-05-01,15.0,25.6
2003-05-02,17.2,27.2
2003-05-03,12.2,18.9
2003-05-04,11.1,18.3
2003-05-05,9.4,12.2
2003-05-06,11.1,17.2
2003-05-07,12.2,26.7
2003-05-08,17.2,25.0
2003-05-09,15.6,18.9
2003-05-10,15.6,22.8
2003-05-11,17.8,27.8
2003-05-12,14.4,22.2
2003-05-13,12.2,18.9
2003-05-14,9.4,22.8
2003-05-15,12.2,23.3
2003-05-16,11.7,16.7
2003-05-17,9.4,11.7
2003-05-18,10.0,12.8
2003-05-19,7.2,21.7
2003-05-20,9.4,23.3
2003-05-21,12.8,16.7
2003-05-22,13.3,15.6
2003-05-23,12.2,13.9
2003-05-24,13.9,19.4
2003-05-25,15.0,19.4
2003-05-26,13.9,21.7
2003-05-27,12.2,16.7
2003-05-28,12.8,20.0
2003-05-29,12.8,19.4
2003-05-30,12.2,26.7
2003-05-31,16.1,22.2
2004-03-01,2.8,20.6
2004-03-02,10.0,22.8
2004-03-03,9.4,19.4
2004-03-04,9.4,16.1
2004-03-05,8.9,25.0
2004-03-06,10.0,22.8
2004-03-07,6.1,15.6
2004-03-08,2.2,9.4
2004-03-09,-0.6,8.3
2004-03-10,1.1,7.8
2004-03-11,0.0,13.3
2004-03-12,2.2,10.0
2004-03-13,-0.6,8.9
2004-03-14,1.1,12.2
2004-03-15,8.9,17.8
2004-03-16,2.2,10.6
2004-03-17,1.1,5.0
2004-03-18,1.1,9.4
2004-03-19,3.3,10.0
2004-03-20,0.6,16.7
2004-03-21,0.6,16.7
2004-03-22,-2.2,5.0
2004-03-23,-3.3,10.6
2004-03-24,1.1,17.2
2004-03-25,8.3,21.1
2004-03-26,11.1,24.4
2004-03-27,13.3,21.1
2004-03-28,7.2,18.3
2004-03-29,4.4,11.7
2004-03-30,3.3,8.9
2004-03-31,6.7,11.7
2004-04-01,6.7,9.4
2004-04-02,6.7,9.4
2004-04-03,6.1,12.8
2004-04-04,2.8,10.0
2004-04-05,-0.6,9.4
2004-04-06,1.7,16.7
2004-04-07,8.3,25.0
2004-04-08,7.8,13.3
2004-04-09,5.6,18.9
2004-04-10,7.2,17.8
2004-04-11,6.7,11.7
2004-04-12,7.2,8.9
2004-04-13,6.7,11.1
2004-04-14,8.9,11.7
2004-04-15,7.2,17.8
2004-04-16,4.4,19.4
2004-04-17,7.8,28.9
2004-04-18,13.9,30.6
2004-04-19,15.6,32.8
2004-04-20,16.7,27.2
2004-04-21,13.9,25.0
2004-04-22,17.8,27.8
2004-04-23,15.6,27.8
2004-04-24,14.4,22.8
2004-04-25,13.3,18.9
2004-04-26,13.3,20.6
2004-04-27,6.7,19.4
2004-04-28,4.4,17.8
2004-04-29,10.0,25.6
2004-04-30,14.4,25.6
2004-05-01,16.1,26.1
2004-05-02,13.9,27.2
2004-05-03,8.9,13.9
2004-05-04,6.7,17.8
2004-05-05,9.4,21.7
2004-05-06,10.0,24.4
2004-05-07,15.0,31.7
2004-05-08,12.8,19.4
2004-05-09,12.2,28.3
2004-05-10,17.8,30.0
2004-05-11,20.0,31.7
2004-05-12,20.0,30.0
2004-05-13,20.0,29.4
2004-05-14,21.1,30.6
2004-05-15,19.4,31.1
2004-05-16,19.4,27.2
2004-05-17,19.4,27.8
2004-05-18,19.4,29.4
2004-05-19,19.4,26.1
2004-05-20,18.9,22.2
2004-05-21,20.0,30.0
2004-05-22,18.3,31.7
2004-05-23,23.3,33.3
2004-05-24,22.2,32.2
2004-05-25,20.6,31.1
2004-05-26,20.6,30.0
2004-05-27,20.6,28.3
2004-05-28,18.9,27.2
2004-05-29,13.9,23.3
2004-05-30,16.7,21.1
2004-05-31,17.2,23.3
2005-03-01,-1.1,5.0
2005-03-02,-2.8,2.8
2005-03-03,-3.9,3.3
2005-03-04,-5.0,7.2
2005-03-05,0.6,8.3
2005-03-06,-1.7,13.9
2005-03-07,5.0,21.1
2005-03-08,-4.4,15.0
2005-03-09,-6.7,2.2
2005-03-10,-4.4,6.1
2005-03-11,-0.6,11.7
2005-03-12,-1.1,11.1
2005-03-13,3.3,9.4
2005-03-14,0.6,7.8
2005-03-15,-1.1,9.4
2005-03-16,2.2,8.9
2005-03-17,1.7,7.8
2005-03-18,-0.6,15.0
2005-03-19,2.8,16.1
2005-03-20,6.7,13.3
2005-03-21,3.9,12.2
2005-03-22,1.1,14.4
2005-03-23,5.0,8.3
2005-03-24,3.9,9.4
2005-03-25,6.1,8.3
2005-03-26,6.1,9.4
2005-03-27,6.1,8.9
2005-03-28,6.1,13.3
2005-03-29,8.9,18.9
2005-03-30,6.1,18.3
2005-03-31,6.7,12.8
2005-04-01,7.8,17.8
2005-04-02,6.1,16.7
2005-04-03,4.4,11.7
2005-04-04,5.6,18.9
2005-04-05,5.0,20.6
2005-04-06,11.1,27.8
2005-04-07,15.6,24.4
2005-04-08,11.1,17.8
2005-04-09,8.3,18.3
2005-04-10,6.7,21.7
2005-04-11,8.9,20.6
2005-04-12,6.1,12.8
2005-04-13,7.2,16.7
2005-04-14,5.6,18.9
2005-04-15,6.7,13.9
2005-04-16,5.0,16.7
2005-04-17,4.4,23.3
2005-04-18,11.1,25.6
2005-04-19,11.7,29.4
2005-04-20,13.9,30.0
2005-04-21,11.7,23.9
2005-04-22,10.6,12.2
2005-04-23,8.3,21.1
2005-04-24,6.1,10.0
2005-04-25,4.4,17.8
2005-04-26,7.8,21.1
2005-04-27,12.2,20.6
2005-04-28,10.0,20.6
2005-04-29,10.6,15.6
2005-04-30,13.3,20.0
2005-05-01,10.6,18.3
2005-05-02,7.2,17.2
2005-05-03,3.3,16.1
2005-05-04,9.4,16.7
2005-05-05,7.2,17.8
2005-05-06,8.9,13.9
2005-05-07,6.7,21.7
2005-05-08,11.1,25.0
2005-05-09,11.7,26.1
2005-05-10,11.1,24.4
2005-05-11,13.3,28.9
2005-05-12,16.1,23.9
2005-05-13,12.8,17.2
2005-05-14,12.8,27.8
2005-05-15,16.7,21.1
2005-05-16,13.9,20.0
2005-05-17,11.7,20.6
2005-05-18,12.8,23.9
2005-05-19,13.3,20.6
2005-05-20,10.0,15.0
2005-05-21,7.8,23.3
2005-05-22,12.8,24.4
2005-05-23,13.3,21.1
2005-05-24,12.8,15.0
2005-05-25,10.6,15.0
2005-05-26,12.2,26.7
2005-05-27,15.0,27.8
2005-05-28,13.9,25.6
2005-05-29,12.8,25.6
2005-05-30,13.3,23.9
2005-05-31,13.9,26.1
2006-03-01,0.0,10.0
2006-03-02,1.7,10.0
2006-03-03,-0.6,6.7
2006-03-04,-2.2,8.3
2006-03-05,0.6,11.1
2006-03-06,2.8,7.2
2006-03-07,-0.6,10.0
2006-03-08,0.0,11.1
2006-03-09,5.6,20.0
2006-03-10,13.3,25.6
2006-03-11,8.9,21.7
2006-03-12,12.2,21.7
2006-03-13,11.1,29.4
2006-03-14,6.1,23.9
2006-03-15,4.4,11.1
2006-03-16,3.9,13.9
2006-03-17,5.0,11.1
2006-03-18,-1.1,8.9
2006-03-19,-2.2,11.7
2006-03-20,0.6,8.9
2006-03-21,-1.1,5.0
2006-03-22,0.0,8.3
2006-03-23,0.0,10.6
2006-03-24,3.3,11.7
2006-03-25,2.8,12.2
2006-03-26,1.7,11.7
2006-03-27,3.3,14.4
2006-03-28,6.1,17.2
2006-03-29,8.3,18.3
2006-03-30,5.6,20.6
2006-03-31,8.9,25.6
2006-04-01,12.8,23.9
2006-04-02,11.7,20.0
2006-04-03,11.1,22.2
2006-04-04,7.2,15.0
2006-04-05,4.4,12.8
2006-04-06,7.8,18.3
2006-04-07,10.6,26.7
2006-04-08,5.0,18.3
2006-04-09,1.1,13.9
2006-04-10,3.9,17.8
2006-04-11,8.3,22.2
2006-04-12,10.6,22.8
2006-04-13,14.4,26.1
2006-04-14,14.4,24.4
2006-04-15,16.1,28.3
2006-04-16,13.9,22.2
2006-04-17,8.3,16.1
2006-04-18,8.3,21.1
2006-04-19,10.6,24.4
2006-04-20,11.1,27.8
2006-04-21,12.8,19.4
2006-04-22,11.7,19.4
2006-04-23,10.0,21.7
2006-04-24,12.8,22.8
2006-04-25,11.1,24.4
2006-04-26,6.7,15.0
2006-04-27,7.2,22.2
2006-04-28,10.0,18.9
2006-04-29,6.7,19.4
2006-04-30,7.2,20.0
2006-05-01,7.2,21.1
2006-05-02,8.3,26.1
2006-05-03,15.6,25.0
2006-05-04,13.3,27.8
2006-05-05,16.7,27.2
2006-05-06,13.9,26.7
2006-05-07,10.6,18.9
2006-05-08,10.6,13.9
2006-05-09,11.7,21.7
2006-05-10,10.0,25.6
2006-05-11,13.3,20.0
2006-05-12,10.0,21.7
2006-05-13,11.1,21.7
2006-05-14,13.9,17.2
2006-05-15,13.3,21.7
2006-05-16,12.2,19.4
2006-05-17,10.6,22.8
2006-05-18,11.7,22.8
2006-05-19,11.1,17.8
2006-05-20,12.2,23.3
2006-05-21,9.4,24.4
2006-05-22,9.4,21.1
2006-05-23,7.8,20.0
2006-05-24,9.4,23.3
2006-05-25,13.9,24.4
2006-05-26,17.2,26.1
2006-05-27,18.3,28.3
2006-05-28,17.8,30.6
2006-05-29,17.8,31.1
2006-05-30,20.6,35.0
2006-05-31,21.1,32.2
2007-03-01,2.2,13.3
2007-03-02,6.1,17.8
2007-03-03,1.7,15.6
2007-03-04,-0.6,5.0
2007-03-05,-3.3,11.1
2007-03-06,-6.7,0.6
2007-03-07,-4.4,-1.7
2007-03-08,-6.7,4.4
2007-03-09,-2.8,7.8
2007-03-10,0.6,19.4
2007-03-11,5.0,15.0
2007-03-12,0.6,14.4
2007-03-13,5.0,21.7
2007-03-14,10.0,27.2
2007-03-15,3.9,23.9
2007-03-16,-1.1,5.0
2007-03-17,-1.7,2.2
2007-03-18,-1.7,6.7
2007-03-19,-2.2,13.3
2007-03-20,6.1,17.2
2007-03-21,3.3,6.7
2007-03-22,6.1,23.9
2007-03-23,11.7,25.6
2007-03-24,9.4,13.9
2007-03-25,6.1,17.2
2007-03-26,6.1,18.3
2007-03-27,11.1,28.3
2007-03-28,12.2,22.2
2007-03-29,6.1,17.2
2007-03-30,3.9,18.3
2007-03-31,6.7,16.7
2007-04-01,8.9,15.6
2007-04-02,10.6,27.8
2007-04-03,9.4,25.0
2007-04-04,6.7,14.4
2007-04-05,2.8,8.3
2007-04-06,1.1,8.9
2007-04-07,-0.6,5.0
2007-04-08,-1.7,7.8
2007-04-09,-0.6,8.9
2007-04-10,1.7,11.1
2007-04-11,2.2,12.2
2007-04-12,7.2,16.1
2007-04-13,6.7,13.9
2007-04-14,3.3,13.3
2007-04-15,6.1,8.9
2007-04-16,5.6,8.3
2007-04-17,7.2,13.3
2007-04-18,5.6,12.2
2007-04-19,8.3,13.3
2007-04-20,5.6,21.7
2007-04-21,7.2,24.4
2007-04-22,8.3,27.2
2007-04-23,12.2,28.3
2007-04-24,16.1,28.3
2007-04-25,13.9,24.4
2007-04-26,10.6,15.6
2007-04-27,10.0,20.6
2007-04-28,13.9,21.1
2007-04-29,10.0,24.4
2007-04-30,11.1,30.0
2007-05-01,15.0,25.6
2007-05-02,15.0,28.3
2007-05-03,12.8,18.3
2007-05-04,10.0,22.8
2007-05-05,11.7,20.0
2007-05-06,8.9,17.2
2007-05-07,7.2,18.9
2007-05-08,6.7,23.9
2007-05-09,15.0,26.7
2007-05-10,19.4,26.1
2007-05-11,18.3,30.0
2007-05-12,16.1,27.2
2007-05-13,12.2,21.7
2007-05-14,9.4,22.8
2007-05-15,15.0,28.3
2007-05-16,16.7,28.3
2007-05-17,13.9,20.6
2007-05-18,12.2,16.1
2007-05-19,10.0,22.8
2007-05-20,14.4,27.2
2007-05-21,15.0,23.3
2007-05-22,12.2,24.4
2007-05-23,13.9,25.6
2007-05-24,13.9,26.1
2007-05-25,15.6,29.4
2007-05-26,19.4,32.8
2007-05-27,21.1,30.0
2007-05-28,20.0,30.0
2007-05-29,20.6,30.0
2007-05-30,17.8,30.0
2007-05-31,18.9,31.7
2008-03-01,2.8,11.1
2008-03-02,-0.6,11.7
2008-03-03,3.3,21.1
2008-03-04,12.8,22.2
2008-03-05,3.9,17.8
2008-03-06,2.8,13.9
2008-03-07,3.9,10.0
2008-03-08,1.1,18.3
2008-03-09,-1.7,7.8
2008-03-10,0.6,10.6
2008-03-11,3.3,12.2
2008-03-12,4.4,15.0
2008-03-13,2.2,16.7
2008-03-14,6.7,20.6
2008-03-15,9.4,17.2
2008-03-16,4.4,11.7
2008-03-17,1.1,11.7
2008-03-18,6.7,13.3
2008-03-19,10.6,21.1
2008-03-20,5.0,18.9
2008-03-21,3.9,14.4
2008-03-22,4.4,10.6
2008-03-23,1.1,10.6
2008-03-24,2.8,11.1
2008-03-25,1.1,12.2
2008-03-26,8.9,21.7
2008-03-27,9.4,14.4
2008-03-28,7.8,23.3
2008-03-29,2.8,11.7
2008-03-30,1.7,9.4
2008-03-31,5.6,11.1
2008-04-01,10.6,24.4
2008-04-02,6.7,15.0
2008-04-03,4.4,10.6
2008-04-04,5.6,17.8
2008-04-05,10.6,18.3
2008-04-06,7.8,10.6
2008-04-07,6.7,9.4
2008-04-08,7.8,12.2
2008-04-09,8.9,19.4
2008-04-10,11.1,24.4
2008-04-11,13.9,27.8
2008-04-12,12.8,23.9
2008-04-13,7.8,13.3
2008-04-14,5.0,14.4
2008-04-15,6.1,16.1
2008-04-16,6.1,21.1
2008-04-17,7.8,25.0
2008-04-18,11.1,29.4
2008-04-19,13.3,27.8
2008-04-20,15.0,19.4
2008-04-21,14.4,17.2
2008-04-22,13.3,22.2
2008-04-23,13.9,23.9
2008-04-24,14.4,26.1
2008-04-25,13.3,27.2
2008-04-26,15.0,28.9
2008-04-27,11.7,15.0
2008-04-28,11.1,18.3
2008-04-29,10.6,16.7
2008-04-30,7.2,16.1
2008-05-01,8.9,21.7
2008-05-02,12.8,27.2
2008-05-03,15.6,28.3
2008-05-04,15.0,22.8
2008-05-05,11.1,22.8
2008-05-06,12.8,26.1
2008-05-07,13.3,27.8
2008-05-08,17.2,23.9
2008-05-09,12.8,18.9
2008-05-10,11.1,19.4
2008-05-11,10.0,17.2
2008-05-12,8.9,11.1
2008-05-13,8.9,23.3
2008-05-14,10.6,23.9
2008-05-15,15.0,26.7
2008-05-16,12.8,23.3
2008-05-17,10.6,25.0
2008-05-18,13.9,21.1
2008-05-19,11.7,21.1
2008-05-20,11.1,17.2
2008-05-21,10.6,22.2
2008-05-22,10.6,21.7
2008-05-23,11.1,22.2
2008-05-24,12.2,23.9
2008-05-25,13.3,25.6
2008-05-26,15.0,29.4
2008-05-27,20.6,28.3
2008-05-28,13.9,22.8
2008-05-29,11.7,25.0
2008-05-30,15.0,27.8
2008-05-31,20.6,30.6
2009-03-01,-0.6,3.3
2009-03-02,-7.2,-0.6
2009-03-03,-10.0,-1.7
2009-03-04,-7.2,3.3
2009-03-05,-2.8,10.0
2009-03-06,5.0,17.8
2009-03-07,5.6,21.7
2009-03-08,12.8,23.3
2009-03-09,6.7,20.0
2009-03-10,3.9,9.4
2009-03-11,5.6,22.8
2009-03-12,2.8,9.4
2009-03-13,1.1,5.6
2009-03-14,2.2,7.2
2009-03-15,3.9,6.7
2009-03-16,5.0,9.4
2009-03-17,5.0,11.7
2009-03-18,3.9,16.7
2009-03-19,7.2,15.0
2009-03-20,0.0,9.4
2009-03-21,-1.7,10.6
2009-03-22,1.1,16.7
2009-03-23,1.7,11.1
2009-03-24,-2.2,10.0
2009-03-25,1.1,10.6
2009-03-26,4.4,10.0
2009-03-27,6.7,16.7
2009-03-28,8.9,11.1
2009-03-29,8.9,24.4
2009-03-30,6.7,14.4
2009-03-31,3.3,16.1
2009-04-01,7.2,16.1
2009-04-02,11.7,15.0
2009-04-03,13.3,22.8
2009-04-04,8.3,18.9
2009-04-05,6.7,20.6
2009-04-06,6.1,17.2
2009-04-07,3.3,9.4
2009-04-08,2.2,13.3
2009-04-09,5.0,17.2
2009-04-10,8.3,23.9
2009-04-11,7.8,15.6
2009-04-12,3.3,13.3
2009-04-13,3.9,12.2
2009-04-14,7.2,10.0
2009-04-15,5.6,10.0
2009-04-16,4.4,18.3
2009-04-17,5.6,22.2
2009-04-18,8.3,25.6
2009-04-19,10.0,23.9
2009-04-20,9.4,15.6
2009-04-21,9.4,20.0
2009-04-22,7.8,15.0
2009-04-23,7.8,17.2
2009-04-24,6.1,23.9
2009-04-25,12.8,30.6
2009-04-26,15.6,33.3
2009-04-27,17.2,31.1
2009-04-28,17.8,28.9
2009-04-29,10.6,22.2
2009-04-30,10.0,16.7
2009-05-01,15.0,25.0
2009-05-02,15.6,20.6
2009-05-03,12.8,16.1
2009-05-04,11.7,13.3
2009-05-05,11.1,15.6
2009-05-06,12.8,18.3
2009-05-07,15.6,22.2
2009-05-08,12.8,24.4
2009-05-09,16.7,30.0
2009-05-10,13.9,23.9
2009-05-11,11.1,16.7
2009-05-12,8.9,20.0
2009-05-13,9.4,22.2
2009-05-14,14.4,24.4
2009-05-15,18.3,25.0
2009-05-16,17.8,27.8
2009-05-17,12.2,18.9
2009-05-18,10.0,16.7
2009-05-19,7.2,21.7
2009-05-20,10.0,23.9
2009-05-21,10.6,26.1
2009-05-22,15.6,27.2
2009-05-23,17.8,29.4
2009-05-24,20.0,26.7
2009-05-25,20.0,27.8
2009-05-26,14.4,21.7
2009-05-27,13.9,23.3
2009-05-28,17.8,28.3
2009-05-29,17.8,27.2
2009-05-30,14.4,26.7
2009-05-31,13.9,28.3
2010-03-01,2.8,10.0
2010-03-02,2.2,6.1
2010-03-03,2.8,5.6
2010-03-04,1.7,8.9
2010-03-05,2.2,11.1
2010-03-06,0.6,12.2
2010-03-07,3.3,15.0
2010-03-08,2.8,16.7
2010-03-09,3.9,17.8
2010-03-10,6.1,18.3
2010-03-11,7.8,18.3
2010-03-12,8.9,12.8
2010-03-13,8.9,12.8
2010-03-14,9.4,11.1
2010-03-15,7.8,10.0
2010-03-16,7.2,17.8
2010-03-17,5.0,20.0
2010-03-18,5.0,21.7
2010-03-19,6.7,22.8
2010-03-20,7.8,23.3
2010-03-21,9.4,24.4
2010-03-22,10.6,18.3
2010-03-23,7.2,12.2
2010-03-24,8.9,20.0
2010-03-25,8.3,23.3
2010-03-26,3.3,13.3
2010-03-27,0.6,9.4
2010-03-28,3.3,16.7
2010-03-29,10.6,13.9
2010-03-30,7.2,13.9
2010-03-31,9.4,21.7
2010-04-01,7.8,23.3
2010-04-02,11.7,25.0
2010-04-03,9.4,22.8
2010-04-04,12.2,25.0
2010-04-05,12.8,28.3
2010-04-06,16.7,32.2
2010-04-07,17.2,32.2
2010-04-08,13.3,28.3
2010-04-09,7.8,15.0
2010-04-10,6.1,18.9
2010-04-11,7.8,24.4
2010-04-12,12.2,22.8
2010-04-13,8.9,14.4
2010-04-14,7.2,17.8
2010-04-15,6.7,22.8
2010-04-16,13.9,29.4
2010-04-17,7.8,20.6
2010-04-18,5.0,15.0
2010-04-19,7.8,18.9
2010-04-20,8.3,20.6
2010-04-21,11.7,13.9
2010-04-22,10.0,23.3
2010-04-23,11.7,22.8
2010-04-24,12.2,17.2
2010-04-25,11.7,25.0
2010-04-26,12.2,16.7
2010-04-27,7.8,18.3
2010-04-28,6.1,15.6
2010-04-29,6.7,22.2
2010-04-30,9.4,28.3
2010-05-01,16.1,31.1
2010-05-02,21.7,30.6
2010-05-03,21.1,28.3
2010-05-04,18.3,28.9
2010-05-05,15.0,28.3
2010-05-06,18.9,28.9
2010-05-07,15.0,25.0
2010-05-08,12.8,26.1
2010-05-09,9.4,17.2
2010-05-10,6.1,18.9
2010-05-11,7.8,13.9
2010-05-12,12.8,26.1
2010-05-13,11.1,17.2
2010-05-14,15.0,31.7
2010-05-15,17.8,26.1
2010-05-16,16.7,24.4
2010-05-17,11.7,17.8
2010-05-18,11.1,16.1
2010-05-19,10.6,20.0
2010-05-20,12.2,28.3
2010-05-21,14.4,30.0
2010-05-22,17.8,25.6
2010-05-23,19.4,23.3
2010-05-24,18.9,26.1
2010-05-25,18.9,27.2
2010-05-26,17.2,32.2
2010-05-27,20.6,33.9
2010-05-28,18.9,24.4
2010-05-29,18.9,26.1
2010-05-30,20.0,31.7
2010-05-31,21.7,32.8
2011-03-01,0.6,8.3
2011-03-02,1.1,17.8
2011-03-03,-2.8,5.0
2011-03-04,-1.1,10.0
2011-03-05,5.0,15.6
2011-03-06,0.6,14.4
2011-03-07,0.6,8.9
2011-03-08,0.0,11.1
2011-03-09,2.2,8.9
2011-03-10,7.8,13.3
2011-03-11,3.9,9.4
2011-03-12,1.1,14.4
2011-03-13,3.9,15.0
2011-03-14,2.8,11.7
2011-03-15,1.7,10.6
2011-03-16,5.0,13.9
2011-03-17,6.1,17.8
2011-03-18,8.9,26.7
2011-03-19,8.3,20.0
2011-03-20,3.3,12.2
2011-03-21,6.1,21.1
2011-03-22,9.4,16.7
2011-03-23,6.7,11.1
2011-03-24,2.8,6.7
2011-03-25,0.0,9.4
2011-03-26,0.0,8.3
2011-03-27,-0.6,7.8
2011-03-28,-0.6,8.3
2011-03-29,1.1,10.6
2011-03-30,3.3,8.9
2011-03-31,2.8,5.6
2011-04-01,2.8,10.0
2011-04-02,2.2,11.1
2011-04-03,4.4,15.6
2011-04-04,9.4,29.4
2011-04-05,5.0,22.2
2011-04-06,2.2,17.8
2011-04-07,7.2,20.6
2011-04-08,6.1,10.6
2011-04-09,5.6,10.6
2011-04-10,9.4,17.2
2011-04-11,13.3,28.9
2011-04-12,11.1,22.2
2011-04-13,9.4,15.0
2011-04-14,7.8,21.7
2011-04-15,8.9,18.3
2011-04-16,9.4,17.2
2011-04-17,8.3,19.4
2011-04-18,10.6,23.3
2011-04-19,13.3,20.0
2011-04-20,11.1,30.0
2011-04-21,8.9,18.3
2011-04-22,6.1,10.0
2011-04-23,6.7,21.1
2011-04-24,13.9,29.4
2011-04-25,14.4,28.3
2011-04-26,17.8,28.3
2011-04-27,18.9,26.7
2011-04-28,16.1,25.0
2011-04-29,12.2,21.1
2011-04-30,10.6,20.0
2011-05-01,10.6,16.1
2011-05-02,12.8,25.0
2011-05-03,16.7,27.2
2011-05-04,7.8,16.7
2011-05-05,7.8,20.0
2011-05-06,7.8,21.7
2011-05-07,10.6,22.2
2011-05-08,12.2,23.3
2011-05-09,11.7,22.8
2011-05-10,11.1,24.4
2011-05-11,14.4,25.0
2011-05-12,12.2,23.3
2011-05-13,15.6,17.8
2011-05-14,15.0,19.4
2011-05-15,16.7,23.9
2011-05-16,16.1,26.7
2011-05-17,17.2,22.8
2011-05-18,16.7,22.2
2011-05-19,14.4,21.7
2011-05-20,12.8,22.2
2011-05-21,13.9,28.3
2011-05-22,15.6,27.2
2011-05-23,17.8,28.3
2011-05-24,19.4,30.6
2011-05-25,18.3,29.4
2011-05-26,20.0,33.3
2011-05-27,20.0,30.0
2011-05-28,18.9,28.9
2011-05-29,20.6,28.3
2011-05-30,21.7,35.6
2011-05-31,23.3,36.7
2012-03-01,7.8,21.1
2012-03-02,4.4,12.8
2012-03-03,8.9,17.2
2012-03-04,2.8,10.6
2012-03-05,0.0,7.8
2012-03-06,-1.7,9.4
2012-03-07,4.4,19.4
2012-03-08,11.7,23.3
2012-03-09,5.0,19.4
2012-03-10,1.1,10.0
2012-03-11,1.7,17.2
2012-03-12,7.2,22.2
2012-03-13,13.3,27.2
2012-03-14,12.2,27.2
2012-03-15,12.2,27.8
2012-03-16,10.6,15.0
2012-03-17,11.1,23.9
2012-03-18,11.1,20.0
2012-03-19,13.3,24.4
2012-03-20,16.7,22.2
2012-03-21,15.0,21.1
2012-03-22,15.0,25.6
2012-03-23,15.0,28.3
2012-03-24,12.2,19.4
2012-03-25,10.6,16.7
2012-03-26,5.6,15.6
2012-03-27,1.1,13.3
2012-03-28,7.8,22.2
2012-03-29,10.0,21.1
2012-03-30,6.1,12.2
2012-03-31,8.9,17.8
2012-04-01,8.3,17.8
2012-04-02,8.3,16.7
2012-04-03,5.6,22.8
2012-04-04,11.7,24.4
2012-04-05,8.3,17.2
2012-04-06,5.6,16.7
2012-04-07,5.6,18.3
2012-04-08,8.9,23.3
2012-04-09,11.7,20.6
2012-04-10,7.2,20.0
2012-04-11,4.4,13.3
2012-04-12,5.6,17.2
2012-04-13,7.2,19.4
