date,tmin,tmax
1992-03-29,2.8,15.0
1992-03-30,8.9,18.3
1992-03-31,7.2,15.6
1992-04-01,2.8,17.2
1992-04-02,0.6,7.8
1992-04-03,-0.6,8.9
1992-04-04,-0.6,10.6
1992-04-05,1.7,13.3
1992-04-06,3.9,17.2
1992-04-07,7.8,21.7
1992-04-08,8.9,20.6
1992-04-09,7.2,20.6
1992-04-10,10.6,24.4
1992-04-11,12.8,26.7
1992-04-12,8.3,22.8
1992-04-13,3.3,12.2
1992-04-14,5.6,16.7
1992-04-15,7.8,15.6
1992-04-16,8.9,13.9
1992-04-17,10.0,29.4
1992-04-18,8.9,17.8
1992-04-19,8.3,11.1
1992-04-20,8.9,21.1
1992-04-21,13.9,22.2
1992-04-22,14.4,23.9
1992-04-23,12.2,26.1
1992-04-24,15.0,27.8
1992-04-25,11.1,18.9
1992-04-26,7.8,11.7
1992-04-27,6.7,16.1
1992-04-28,7.2,18.3
1992-04-29,6.1,19.4
1992-04-30,9.4,17.8
1992-05-01,9.4,21.1
1992-05-02,14.4,30.6
1992-05-03,16.1,26.1
1992-05-04,10.6,17.8
1992-05-05,8.3,16.7
1992-05-06,6.7,15.0
1992-05-07,6.7,12.8
1992-05-08,7.2,14.4
1992-05-09,10.6,17.8
1992-05-10,10.0,22.8
1992-05-11,12.8,24.4
1992-05-12,10.0,24.4
1992-05-13,12.8,25.6
1992-05-14,16.1,26.1
1992-05-15,15.6,22.8
1992-05-16,14.4,18.9
1992-05-17,15.6,21.7
1992-05-18,16.7,27.8
1992-05-19,11.7,21.7
1992-05-20,8.9,22.8
1992-05-21,6.1,27.2
1992-05-22,11.7,31.1
1992-05-23,13.3,32.8
1992-05-24,10.0,30.0
1992-05-25,8.9,14.4
1992-05-26,11.1,12.2
1992-05-27,10.6,20.0
1992-05-28,8.3,21.7
1992-05-29,13.3,23.9
1992-05-30,12.8,18.9
1992-05-31,15.6,23.9
1993-03-01,-3.3,10.0
1993-03-02,-0.6,16.1
1993-03-03,4.4,12.2
1993-03-04,2.2,5.6
1993-03-05,2.2,9.4
1993-03-06,2.2,8.3
1993-03-07,-1.1,13.9
1993-03-08,2.2,15.6
1993-03-09,3.3,10.6
1993-03-10,0.0,6.7
1993-03-11,0.0,7.2
1993-03-12,-2.2,7.8
1993-03-13,-3.9,1.7
1993-03-14,-6.7,-2.2
1993-03-15,-9.4,0.6
1993-03-16,-2.2,7.8
1993-03-17,0.6,7.8
1993-03-18,-7.2,0.6
1993-03-19,-7.8,2.8
1993-03-20,-1.7,7.2
1993-03-21,2.2,13.9
1993-03-22,4.4,13.3
1993-03-23,6.1,7.2
1993-03-24,6.1,16.1
1993-03-25,5.6,12.8
1993-03-26,2.8,17.2
1993-03-27,6.7,10.0
1993-03-28,10.0,15.6
1993-03-29,10.0,13.9
1993-03-30,11.1,20.6
1993-03-31,7.8,18.3
1993-04-01,9.4,20.6
1993-04-02,7.2,13.9
1993-04-03,3.3,11.1
1993-04-04,2.8,11.7
1993-04-05,4.4,7.8
1993-04-06,5.6,10.6
1993-04-07,1.7,17.2
1993-04-08,3.9,19.4
1993-04-09,7.8,15.6
1993-04-10,9.4,16.1
1993-04-11,6.1,17.8
1993-04-12,7.8,17.2
1993-04-13,5.0,17.8
1993-04-14,7.8,19.4
1993-04-15,10.6,26.1
1993-04-16,13.9,19.4
1993-04-17,7.8,16.1
1993-04-18,3.9,18.9
1993-04-19,8.3,23.3
1993-04-20,13.3,25.6
1993-04-21,9.4,18.3
1993-04-22,3.9,10.6
1993-04-23,7.8,18.9
1993-04-24,3.9,18.9
1993-04-25,12.8,27.2
1993-04-26,8.3,21.7
1993-04-27,4.4,16.7
1993-04-28,5.6,20.6
1993-04-29,7.2,23.3
1993-04-30,9.4,23.9
1993-05-01,11.7,27.2
1993-05-02,13.9,28.9
1993-05-03,14.4,23.9
1993-05-04,14.4,23.9
1993-05-05,15.0,25.6
1993-05-06,14.4,26.7
1993-05-07,15.0,26.1
1993-05-08,12.8,25.6
1993-05-09,14.4,26.7
1993-05-10,16.1,28.3
1993-05-11,16.7,31.7
1993-05-12,17.2,27.8
1993-05-13,14.4,23.9
1993-05-14,11.7,22.2
1993-05-15,13.3,27.8
1993-05-16,16.7,28.3
1993-05-17,14.4,23.3
1993-05-18,13.3,18.3
1993-05-19,13.3,16.7
1993-05-20,11.7,19.4
1993-05-21,8.9,20.0
1993-05-22,11.1,20.6
1993-05-23,10.0,23.3
1993-05-24,16.7,27.2
1993-05-25,19.4,28.3
1993-05-26,15.0,23.3
1993-05-27,12.2,28.3
1993-05-28,18.3,30.0
1993-05-29,15.6,25.6
1993-05-30,12.2,23.3
1993-05-31,15.6,26.7
1994-03-01,-1.1,1.7
1994-03-02,-1.1,2.8
1994-03-03,0.6,6.7
1994-03-04,2.2,16.1
1994-03-05,2.8,11.1
1994-03-06,0.0,11.1
1994-03-07,1.7,22.8
1994-03-08,6.1,11.1
1994-03-09,0.0,6.1
1994-03-10,1.1,8.9
1994-03-11,-0.6,7.8
1994-03-12,-1.7,9.4
1994-03-13,1.7,15.6
1994-03-14,5.6,13.9
1994-03-15,4.4,18.3
1994-03-16,-1.7,10.0
1994-03-17,-4.4,6.7
1994-03-18,-0.6,10.0
1994-03-19,1.1,10.6
1994-03-20,1.7,16.7
1994-03-21,3.9,9.4
1994-03-22,6.1,16.7
1994-03-23,3.9,28.3
1994-03-24,11.1,26.1
1994-03-25,2.8,18.3
1994-03-26,0.6,10.0
1994-03-27,5.0,10.0
1994-03-28,7.8,13.3
1994-03-29,5.0,11.1
1994-03-30,3.9,13.3
1994-03-31,3.9,14.4
1994-04-01,6.7,16.7
1994-04-02,4.4,21.1
1994-04-03,10.6,23.9
1994-04-04,5.0,16.7
1994-04-05,5.6,22.8
1994-04-06,14.4,20.6
1994-04-07,6.7,18.3
1994-04-08,2.2,13.9
1994-04-09,3.9,20.0
1994-04-10,13.3,22.8
1994-04-11,8.9,17.2
1994-04-12,10.6,17.8
1994-04-13,11.1,24.4
1994-04-14,10.0,25.6
1994-04-15,13.9,26.7
1994-04-16,12.2,21.7
1994-04-17,9.4,21.7
1994-04-18,9.4,23.3
1994-04-19,15.6,28.3
1994-04-20,13.3,22.8
1994-04-21,11.1,20.6
1994-04-22,10.0,17.8
1994-04-23,6.7,18.3
1994-04-24,8.3,27.8
1994-04-25,12.8,30.6
1994-04-26,16.1,30.0
1994-04-27,18.3,32.2
1994-04-28,16.7,27.8
1994-04-29,15.0,20.6
1994-04-30,16.7,27.8
1994-05-01,9.4,25.0
1994-05-02,6.7,18.3
1994-05-03,7.8,19.4
1994-05-04,10.0,12.8
1994-05-05,10.0,21.7
1994-05-06,11.1,20.6
1994-05-07,8.3,13.3
1994-05-08,10.0,17.8
1994-05-09,7.8,22.8
1994-05-10,10.0,22.2
1994-05-11,7.2,23.3
1994-05-12,10.6,22.8
1994-05-13,8.9,21.7
1994-05-14,8.3,22.8
1994-05-15,13.9,30.6
1994-05-16,13.9,27.8
1994-05-17,10.6,17.8
1994-05-18,8.9,18.3
1994-05-19,10.6,16.7
1994-05-20,10.0,13.9
1994-05-21,7.2,26.1
1994-05-22,11.1,30.6
1994-05-23,15.0,33.3
1994-05-24,18.9,32.2
1994-05-25,17.8,31.7
1994-05-26,16.7,29.4
1994-05-27,11.1,21.7
1994-05-28,8.9,23.3
1994-05-29,12.2,27.2
1994-05-30,16.7,29.4
1994-05-31,15.6,30.0
1995-03-01,2.2,9.4
1995-03-02,0.0,6.7
1995-03-03,0.0,4.4
1995-03-04,2.2,6.1
1995-03-05,3.3,10.0
1995-03-06,5.0,16.7
1995-03-07,6.7,16.7
1995-03-08,-0.6,17.2
1995-03-09,-3.9,2.8
1995-03-10,-5.6,3.3
1995-03-11,-1.7,16.1
1995-03-12,2.2,20.0
1995-03-13,3.3,21.7
1995-03-14,5.6,24.4
1995-03-15,6.7,22.8
1995-03-16,8.3,25.6
1995-03-17,8.9,24.4
1995-03-18,4.4,16.1
1995-03-19,3.3,17.8
1995-03-20,6.7,19.4
1995-03-21,9.4,20.0
1995-03-22,6.7,16.1
1995-03-23,3.9,11.7
1995-03-24,5.0,14.4
1995-03-25,2.8,15.0
1995-03-26,6.7,17.8
1995-03-27,10.0,17.8
1995-03-28,5.6,10.0
1995-03-29,3.9,15.6
1995-03-30,8.3,14.4
1995-03-31,3.9,12.8
1995-04-01,3.3,12.2
1995-04-02,4.4,12.8
1995-04-03,1.7,18.9
1995-04-04,1.7,21.7
1995-04-05,-1.1,8.9
1995-04-06,2.2,17.2
1995-04-07,8.3,22.2
1995-04-08,7.2,26.7
1995-04-09,10.6,28.9
1995-04-10,6.7,12.2
1995-04-11,7.2,13.9
1995-04-12,10.6,23.3
1995-04-13,8.3,17.8
1995-04-14,5.6,12.8
1995-04-15,3.3,17.2
1995-04-16,6.1,21.7
1995-04-17,10.0,15.6
1995-04-18,8.9,18.9
1995-04-19,13.9,32.8
1995-04-20,13.3,23.9
1995-04-21,13.9,27.2
1995-04-22,11.7,28.3
1995-04-23,7.2,15.6
1995-04-24,7.2,10.0
1995-04-25,7.2,20.6
1995-04-26,7.2,20.0
1995-04-27,8.9,25.6
1995-04-28,11.7,20.6
1995-04-29,7.8,22.8
1995-04-30,9.4,15.0
1995-05-01,7.8,18.3
1995-05-02,8.9,11.7
1995-05-03,7.2,22.8
1995-05-04,11.1,20.6
1995-05-05,12.8,20.6
1995-05-06,12.8,21.7
1995-05-07,9.4,22.2
1995-05-08,8.9,22.2
1995-05-09,10.0,22.8
1995-05-10,12.2,21.7
1995-05-11,13.9,26.1
1995-05-12,13.3,22.8
1995-05-13,12.2,26.1
1995-05-14,12.8,17.8
1995-05-15,15.0,25.6
1995-05-16,11.7,25.0
1995-05-17,16.7,26.7
1995-05-18,20.0,27.2
1995-05-19,12.8,26.1
1995-05-20,12.8,27.2
1995-05-21,13.9,27.8
1995-05-22,14.4,25.6
1995-05-23,11.7,27.2
1995-05-24,17.8,30.6
1995-05-25,19.4,31.1
1995-05-26,18.3,27.2
1995-05-27,16.7,23.9
1995-05-28,16.1,18.3
1995-05-29,17.8,27.8
1995-05-30,16.1,22.8
1995-05-31,13.9,28.3
1996-03-01,-3.9,5.6
1996-03-02,0.6,4.4
1996-03-03,-5.0,3.9
1996-03-04,-6.7,7.2
1996-03-05,2.2,18.9
1996-03-06,8.3,17.8
1996-03-07,-2.2,8.3
1996-03-08,-7.2,-2.2
1996-03-09,-8.3,-1.1
1996-03-10,-7.2,3.9
1996-03-11,-5.0,7.8
1996-03-12,-2.2,14.4
1996-03-13,0.6,17.8
1996-03-14,3.3,20.6
1996-03-15,8.3,18.3
1996-03-16,5.6,13.9
1996-03-17,4.4,8.3
1996-03-18,6.1,15.0
1996-03-19,6.7,11.7
1996-03-20,3.9,8.3
1996-03-21,2.8,9.4
1996-03-22,0.0,7.2
1996-03-23,0.0,12.2
1996-03-24,2.2,15.0
1996-03-25,5.6,22.8
1996-03-26,7.2,17.8
1996-03-27,1.7,10.6
1996-03-28,2.2,5.0
1996-03-29,2.8,6.7
1996-03-30,2.2,13.3
1996-03-31,5.6,18.3
1996-04-01,7.2,11.1
1996-04-02,3.9,12.8
1996-04-03,4.4,21.7
1996-04-04,8.3,22.2
1996-04-05,6.1,12.2
1996-04-06,3.3,7.8
1996-04-07,3.9,11.7
1996-04-08,1.7,12.2
1996-04-09,2.2,6.7
1996-04-10,2.2,10.0
1996-04-11,3.9,23.3
1996-04-12,11.1,28.9
1996-04-13,11.7,21.1
1996-04-14,10.6,19.4
1996-04-15,6.7,15.6
1996-04-16,8.3,15.6
1996-04-17,6.1,15.6
1996-04-18,5.0,22.8
1996-04-19,9.4,23.9
1996-04-20,16.7,26.1
1996-04-21,14.4,24.4
1996-04-22,14.4,30.6
1996-04-23,10.0,28.9
1996-04-24,7.2,19.4
1996-04-25,9.4,25.6
1996-04-26,13.9,20.6
1996-04-27,9.4,16.7
1996-04-28,7.2,23.3
1996-04-29,16.1,29.4
1996-04-30,10.0,22.2
1996-05-01,5.6,20.0
1996-05-02,10.0,23.9
1996-05-03,14.4,26.1
1996-05-04,15.0,27.2
1996-05-05,15.0,23.3
1996-05-06,11.7,23.9
1996-05-07,9.4,12.2
1996-05-08,10.6,16.7
1996-05-09,13.3,16.7
1996-05-10,13.9,24.4
1996-05-11,12.2,30.6
1996-05-12,9.4,16.7
1996-05-13,5.6,16.1
1996-05-14,5.6,18.3
1996-05-15,10.0,18.9
1996-05-16,11.7,17.2
1996-05-17,15.6,19.4
1996-05-18,17.2,28.9
1996-05-19,18.3,35.0
1996-05-20,18.9,35.6
1996-05-21,21.7,34.4
1996-05-22,18.9,28.3
1996-05-23,16.7,28.9
1996-05-24,20.0,27.8
1996-05-25,12.2,21.7
1996-05-26,12.2,17.2
1996-05-27,12.8,13.9
1996-05-28,12.2,15.6
1996-05-29,11.1,15.6
1996-05-30,7.8,22.2
1996-05-31,9.4,23.3
1997-03-01,7.8,12.8
1997-03-02,12.2,21.7
1997-03-03,3.3,12.8
1997-03-04,3.3,8.3
1997-03-05,7.2,10.6
1997-03-06,5.0,13.3
1997-03-07,0.6,9.4
1997-03-08,3.3,21.1
1997-03-09,0.6,8.3
1997-03-10,3.3,16.7
1997-03-11,3.3,19.4
1997-03-12,1.7,11.7
1997-03-13,2.8,9.4
1997-03-14,3.9,13.3
1997-03-15,1.7,10.6
1997-03-16,-0.6,6.7
1997-03-17,0.0,13.9
1997-03-18,5.6,15.0
1997-03-19,1.7,6.7
1997-03-20,4.4,13.3
1997-03-21,3.3,18.9
1997-03-22,4.4,19.4
1997-03-23,2.2,11.1
1997-03-24,1.7,10.6
1997-03-25,3.3,12.2
1997-03-26,5.6,17.2
1997-03-27,3.3,22.8
1997-03-28,8.3,21.1
1997-03-29,12.8,25.0
1997-03-30,11.7,21.7
1997-03-31,0.6,11.7
1997-04-01,2.8,16.1
1997-04-02,6.7,18.9
1997-04-03,7.2,22.8
1997-04-04,10.0,26.1
1997-04-05,11.7,19.4
1997-04-06,11.1,19.4
1997-04-07,11.1,22.8
1997-04-08,6.7,17.2
1997-04-09,0.0,8.3
1997-04-10,-2.2,10.6
1997-04-11,3.9,17.2
1997-04-12,6.1,15.6
1997-04-13,6.7,18.3
1997-04-14,4.4,14.4
1997-04-15,3.3,17.2
1997-04-16,6.1,22.2
1997-04-17,5.0,13.3
1997-04-18,3.9,12.2
1997-04-19,4.4,17.2
1997-04-20,5.6,18.3
1997-04-21,6.1,14.4
1997-04-22,7.8,15.6
1997-04-23,7.2,12.2
1997-04-24,7.2,17.8
1997-04-25,10.0,18.9
1997-04-26,9.4,21.1
1997-04-27,8.9,19.4
1997-04-28,10.6,19.4
1997-04-29,9.4,21.7
1997-04-30,8.3,23.9
1997-05-01,13.3,27.2
1997-05-02,8.9,21.7
1997-05-03,14.4,25.6
1997-05-04,10.6,18.3
1997-05-05,6.7,22.8
1997-05-06,11.7,23.3
1997-05-07,7.8,21.1
1997-05-08,5.6,20.0
1997-05-09,10.6,19.4
1997-05-10,9.4,16.7
1997-05-11,6.7,22.8
1997-05-12,10.6,27.2
1997-05-13,9.4,16.7
1997-05-14,6.7,21.7
1997-05-15,10.6,25.0
1997-05-16,7.8,19.4
1997-05-17,10.6,23.9
1997-05-18,11.7,30.0
1997-05-19,17.8,35.6
1997-05-20,15.0,26.1
1997-05-21,10.0,20.0
1997-05-22,8.9,21.7
1997-05-23,9.4,23.3
1997-05-24,12.8,28.9
1997-05-25,17.8,25.0
1997-05-26,13.9,22.8
1997-05-27,11.7,20.6
1997-05-28,9.4,21.7
1997-05-29,10.0,23.3
1997-05-30,15.0,24.4
1997-05-31,16.1,27.2
1998-03-01,7.2,12.8
1998-03-02,4.4,12.2
1998-03-03,2.2,8.3
1998-03-04,0.6,10.0
1998-03-05,1.7,8.9
1998-03-06,0.0,10.6
1998-03-07,5.0,12.8
1998-03-08,7.2,8.9
1998-03-09,7.8,22.2
1998-03-10,-2.2,11.1
1998-03-11,-4.4,1.1
1998-03-12,-6.7,3.3
1998-03-13,-5.0,5.0
1998-03-14,2.2,13.9
1998-03-15,0.6,7.8
1998-03-16,0.0,6.7
1998-03-17,0.0,5.6
1998-03-18,2.8,6.7
1998-03-19,6.1,15.0
1998-03-20,5.6,8.3
1998-03-21,2.2,5.6
1998-03-22,1.7,6.7
1998-03-23,-0.6,10.6
1998-03-24,-0.6,10.0
1998-03-25,-0.6,11.1
1998-03-26,6.1,22.8
1998-03-27,11.7,27.2
1998-03-28,15.0,25.6
1998-03-29,13.9,29.4
1998-03-30,13.3,30.6
1998-03-31,17.2,27.8
1998-04-01,16.7,23.9
1998-04-02,12.2,25.0
1998-04-03,7.8,17.2
1998-04-04,5.6,12.8
1998-04-05,4.4,13.9
1998-04-06,5.6,16.7
1998-04-07,3.3,17.8
1998-04-08,9.4,25.0
1998-04-09,7.2,15.0
1998-04-10,6.7,13.9
1998-04-11,3.9,16.7
1998-04-12,4.4,18.9
1998-04-13,6.1,20.0
1998-04-14,11.7,20.0
1998-04-15,10.6,24.4
1998-04-16,13.3,26.1
1998-04-17,12.8,25.6
1998-04-18,9.4,16.7
1998-04-19,10.0,12.2
1998-04-20,8.3,17.2
1998-04-21,8.3,20.0
1998-04-22,9.4,18.3
1998-04-23,8.9,17.8
1998-04-24,11.7,22.2
1998-04-25,14.4,23.3
1998-04-26,10.0,24.4
1998-04-27,6.7,16.1
1998-04-28,5.6,17.8
1998-04-29,7.2,22.2
1998-04-30,13.9,21.1
1998-05-01,13.9,18.3
1998-05-02,12.2,20.0
1998-05-03,11.7,23.3
1998-05-04,14.4,21.7
1998-05-05,13.3,20.0
1998-05-06,13.3,22.8
1998-05-07,13.9,22.8
1998-05-08,15.6,21.1
1998-05-09,13.9,20.6
1998-05-10,13.9,18.3
1998-05-11,11.7,13.9
1998-05-12,11.1,12.8
1998-05-13,11.1,21.1
1998-05-14,10.0,25.6
1998-05-15,12.2,30.0
1998-05-16,15.6,30.0
1998-05-17,18.9,30.0
1998-05-18,16.7,29.4
1998-05-19,19.4,32.8
1998-05-20,21.1,31.1
1998-05-21,18.3,28.9
1998-05-22,12.8,22.8
1998-05-23,13.9,20.0
1998-05-24,11.7,21.7
1998-05-25,16.1,30.0
1998-05-26,18.9,25.0
1998-05-27,17.2,21.1
1998-05-28,14.4,26.7
1998-05-29,18.3,29.4
1998-05-30,20.0,32.2
1998-05-31,21.7,31.7
1999-03-01,3.3,9.4
1999-03-02,2.8,14.4
1999-03-03,3.9,20.6
1999-03-04,1.1,6.7
1999-03-05,0.0,8.9
1999-03-06,4.4,13.9
1999-03-07,-3.9,4.4
1999-03-08,-6.7,4.4
1999-03-09,-3.9,-0.6
1999-03-10,-2.8,2.8
1999-03-11,-2.8,5.6
1999-03-12,-0.6,7.8
1999-03-13,0.0,8.3
1999-03-14,0.6,5.0
1999-03-15,1.1,8.3
1999-03-16,1.1,13.9
1999-03-17,3.9,24.4
1999-03-18,7.8,22.2
1999-03-19,3.3,12.8
1999-03-20,0.0,13.3
1999-03-21,5.6,8.9
1999-03-22,3.9,11.7
1999-03-23,0.0,12.2
1999-03-24,7.2,15.0
1999-03-25,3.9,12.2
1999-03-26,1.1,11.1
1999-03-27,3.3,11.1
1999-03-28,5.6,16.1
1999-03-29,6.1,21.7
1999-03-30,7.2,19.4
1999-03-31,4.4,22.2
1999-04-01,12.2,16.7
1999-04-02,12.2,21.7
1999-04-03,10.0,21.1
1999-04-04,8.9,28.9
1999-04-05,7.2,15.6
1999-04-06,5.0,18.9
1999-04-07,10.6,23.3
1999-04-08,8.9,29.4
1999-04-09,9.4,20.6
1999-04-10,7.8,16.7
1999-04-11,8.3,11.1
1999-04-12,6.7,14.4
1999-04-13,6.1,17.2
1999-04-14,7.8,21.1
1999-04-15,7.8,14.4
1999-04-16,8.9,20.6
1999-04-17,7.8,16.1
1999-04-18,6.7,16.1
1999-04-19,5.0,15.6
1999-04-20,7.8,15.0
1999-04-21,5.0,12.8
1999-04-22,9.4,27.8
1999-04-23,11.7,20.6
1999-04-24,5.0,17.2
1999-04-25,5.6,17.8
1999-04-26,6.7,25.0
1999-04-27,10.0,20.6
1999-04-28,10.0,18.3
1999-04-29,7.8,20.0
1999-04-30,7.8,18.9
1999-05-01,8.3,19.4
1999-05-02,8.9,20.6
1999-05-03,10.0,16.7
1999-05-04,12.2,25.6
1999-05-05,11.7,25.0
1999-05-06,14.4,21.1
1999-05-07,14.4,25.6
1999-05-08,16.7,25.6
1999-05-09,16.1,26.1
1999-05-10,12.2,25.6
1999-05-11,13.3,25.6
1999-05-12,14.4,29.4
1999-05-13,15.6,21.7
1999-05-14,12.2,19.4
1999-05-15,11.1,22.8
1999-05-16,10.6,21.7
1999-05-17,12.2,23.9
1999-05-18,13.9,26.1
1999-05-19,18.3,26.1
1999-05-20,13.9,26.1
1999-05-21,11.7,27.2
1999-05-22,15.6,31.1
1999-05-23,17.8,27.8
1999-05-24,15.0,26.7
1999-05-25,12.8,24.4
1999-05-26,13.9,26.7
1999-05-27,13.9,24.4
1999-05-28,13.3,30.0
1999-05-29,15.0,31.7
1999-05-30,17.2,33.3
1999-05-31,18.9,32.8
2000-03-01,4.4,17.8
2000-03-02,3.9,15.6
2000-03-03,1.7,12.2
2000-03-04,1.7,14.4
2000-03-05,5.0,19.4
2000-03-06,4.4,16.1
2000-03-07,3.3,21.1
2000-03-08,10.0,29.4
2000-03-09,11.1,26.1
2000-03-10,12.8,22.2
2000-03-11,10.0,14.4
2000-03-12,3.3,12.8
2000-03-13,0.6,10.0
2000-03-14,2.2,15.6
2000-03-15,7.2,21.1
2000-03-16,11.7,20.6
2000-03-17,0.6,16.1
2000-03-18,-2.8,5.6
2000-03-19,0.0,8.3
2000-03-20,4.4,9.4
2000-03-21,5.0,6.1
2000-03-22,5.6,8.9
2000-03-23,5.6,17.2
2000-03-24,6.7,20.6
2000-03-25,8.3,23.9
2000-03-26,10.0,19.4
2000-03-27,6.1,20.6
2000-03-28,8.3,15.6
2000-03-29,6.1,16.7
2000-03-30,5.0,17.8
2000-03-31,4.4,15.6
2000-04-01,4.4,20.0
2000-04-02,12.8,20.6
2000-04-03,15.0,23.9
2000-04-04,6.7,20.6
2000-04-05,3.9,13.9
2000-04-06,8.3,27.8
2000-04-07,11.7,23.3
2000-04-08,3.3,25.6
2000-04-09,1.1,11.7
2000-04-10,4.4,18.9
2000-04-11,10.6,16.7
2000-04-12,5.6,13.9
2000-04-13,3.9,12.2
2000-04-14,5.0,15.6
2000-04-15,10.6,16.7
2000-04-16,15.0,25.0
2000-04-17,8.9,18.9
2000-04-18,7.8,8.9
2000-04-19,8.3,19.4
2000-04-20,9.4,20.6
2000-04-21,12.2,20.0
2000-04-22,8.3,13.9
2000-04-23,8.9,13.9
2000-04-24,7.8,20.0
2000-04-25,7.2,13.9
2000-04-26,5.0,13.9
2000-04-27,8.3,13.3
2000-04-28,10.0,16.1
2000-04-29,9.4,21.1
2000-04-30,11.1,21.7
2000-05-01,7.8,25.6
2000-05-02,13.9,22.2
2000-05-03,9.4,23.3
2000-05-04,11.7,24.4
2000-05-05,16.7,30.6
2000-05-06,18.3,31.1
2000-05-07,19.4,32.2
2000-05-08,20.6,32.2
2000-05-09,21.1,31.1
2000-05-10,15.6,30.6
2000-05-11,12.8,26.7
2000-05-12,18.3,31.1
2000-05-13,18.3,32.8
2000-05-14,15.6,25.0
2000-05-15,12.2,20.6
2000-05-16,10.0,22.2
2000-05-17,15.6,25.0
2000-05-18,19.4,29.4
2000-05-19,15.0,25.0
2000-05-20,13.3,16.1
2000-05-21,13.3,20.0
2000-05-22,15.0,18.9
2000-05-23,15.6,22.2
2000-05-24,16.7,29.4
2000-05-25,17.2,25.0
2000-05-26,13.9,26.7
2000-05-27,15.0,19.4
2000-05-28,13.3,17.2
2000-05-29,12.8,18.3
2000-05-30,11.1,17.8
2000-05-31,10.0,22.8
2001-03-01,-2.2,10.0
2001-03-02,2.2,14.4
2001-03-03,3.3,15.0
2001-03-04,2.8,8.3
2001-03-05,-2.2,6.1
2001-03-06,-3.9,3.9
2001-03-07,1.1,10.6
2001-03-08,-1.1,10.0
2001-03-09,1.1,7.8
2001-03-10,-0.6,9.4
2001-03-11,0.0,18.9
2001-03-12,1.7,12.8
2001-03-13,4.4,17.2
2001-03-14,6.1,16.1
2001-03-15,3.9,11.7
2001-03-16,6.1,10.6
2001-03-17,5.0,12.8
2001-03-18,1.7,11.1
2001-03-19,0.0,12.8
2001-03-20,1.1,11.7
2001-03-21,6.1,9.4
2001-03-22,5.6,12.2
2001-03-23,3.9,16.1
2001-03-24,2.8,18.9
2001-03-25,0.0,10.0
2001-03-26,-1.7,4.4
2001-03-27,-3.9,6.1
2001-03-28,-2.2,10.0
2001-03-29,3.3,6.7
2001-03-30,5.6,13.9
2001-03-31,5.6,10.0
2001-04-01,6.7,9.4
2001-04-02,4.4,14.4
2001-04-03,2.2,16.7
2001-04-04,7.2,15.6
2001-04-05,4.4,17.8
2001-04-06,9.4,21.1
2001-04-07,8.3,19.4
2001-04-08,7.2,21.1
2001-04-09,11.7,31.7
2001-04-10,11.7,20.0
2001-04-11,10.6,12.8
2001-04-12,11.7,25.0
2001-04-13,14.4,26.1
2001-04-14,11.7,22.8
2001-04-15,10.0,21.7
2001-04-16,6.1,12.8
2001-04-17,3.9,11.1
2001-04-18,2.8,10.6
2001-04-19,1.1,16.7
2001-04-20,6.7,20.6
2001-04-21,12.8,22.2
2001-04-22,14.4,30.6
2001-04-23,15.6,28.9
2001-04-24,12.8,30.0
2001-04-25,7.8,13.9
2001-04-26,5.0,18.9
2001-04-27,6.1,26.1
2001-04-28,11.1,19.4
2001-04-29,7.2,18.9
2001-04-30,7.2,23.9
2001-05-01,12.2,27.8
2001-05-02,15.0,29.4
2001-05-03,16.7,30.6
2001-05-04,17.2,30.6
2001-05-05,18.3,29.4
2001-05-06,10.0,19.4
2001-05-07,7.8,19.4
2001-05-08,9.4,21.7
2001-05-09,13.9,25.0
2001-05-10,13.9,28.9
2001-05-11,16.1,31.1
2001-05-12,15.0,28.3
2001-05-13,11.7,22.2
2001-05-14,9.4,21.7
2001-05-15,10.0,23.3
2001-05-16,10.6,22.2
2001-05-17,12.2,16.7
2001-05-18,15.0,19.4
2001-05-19,16.7,23.9
2001-05-20,13.9,20.0
2001-05-21,13.9,17.2
2001-05-22,16.1,25.6
2001-05-23,13.3,24.4
2001-05-24,12.8,26.1
2001-05-25,16.7,23.3
2001-05-26,16.7,18.3
2001-05-27,16.1,23.9
2001-05-28,15.0,23.3
2001-05-29,15.6,25.0
2001-05-30,15.0,21.7
2001-05-31,10.0,21.1
2002-03-01,-3.3,10.6
2002-03-02,1.7,12.2
2002-03-03,2.2,14.4
2002-03-04,-6.1,2.2
2002-03-05,-7.2,7.2
2002-03-06,1.1,17.8
2002-03-07,4.4,20.6
2002-03-08,4.4,22.2
2002-03-09,10.0,20.6
2002-03-10,1.1,19.4
2002-03-11,-1.1,7.8
2002-03-12,2.2,7.8
2002-03-13,7.2,10.6
2002-03-14,8.3,20.6
2002-03-15,10.6,26.7
2002-03-16,7.8,22.2
2002-03-17,3.9,7.8
2002-03-18,4.4,8.9
2002-03-19,6.1,11.7
2002-03-20,5.6,11.1
2002-03-21,0.6,15.0
2002-03-22,-4.4,3.3
2002-03-23,-3.3,11.7
2002-03-24,1.1,17.8
2002-03-25,6.7,15.6
2002-03-26,5.0,11.1
2002-03-27,3.9,11.1
2002-03-28,0.6,12.2
2002-03-29,6.1,19.4
2002-03-30,13.9,21.1
2002-03-31,9.4,15.6
2002-04-01,7.8,16.1
2002-04-02,5.6,21.7
2002-04-03,5.6,24.4
2002-04-04,2.2,11.7
2002-04-05,3.3,10.6
