Turkmenistan,21 Sep 2000,B-
Turkmenistan,29 Jan 1999,B-
Turkmenistan,7 Jan 1998,B
Uganda,19 Aug 2009,B
Uganda,17 Mar 2005,B
Ukraine,21 Jul 2011,B
Ukraine,6 Jul 2010,B
Ukraine,17 Mar 2010,B-
Ukraine,12 Nov 2009,B-
Ukraine,13 Feb 2009,B
Ukraine,17 Oct 2008,B+
Ukraine,25 Sep 2008,BB-
Ukraine,14 May 2008,BB-
Ukraine,25 Oct 2006,BB-
Ukraine,12 Jan 2006,BB-
Ukraine,8 Jun 2005,BB-
Ukraine,21 Jan 2005,BB-
Ukraine,25 Jun 2003,B+
Ukraine,26 Mar 2002,B
Ukraine,13 Jun 2001,B-
United Kingdom,21 Sep 2000,AAA
United Kingdom,26 Oct 1995,AAA
United Kingdom,10 Aug 1994,AAA
United States,21 Sep 2000,AAA
United States,1 Apr 1996,AAA
United States,13 Nov 1995,AAA
United States,26 Oct 1995,AAA
United States,10 Aug 1994,AAA
Uruguay,27 Jul 2010,BB
Uruguay,13 Jul 2009,BB-
Uruguay,27 Jul 2007,BB-
Uruguay,24 May 2006,B+
Uruguay,7 Mar 2005,B+
Uruguay,29 Mar 2004,B
Uruguay,17 Jun 2003,B-
Uruguay,16 May 2003,DDD
Uruguay,10 Apr 2003,C
Uruguay,12 Mar 2003,CCC-
Uruguay,7 Jan 2003,B-
Uruguay,30 Jul 2002,B
Uruguay,28 May 2002,B+
Uruguay,13 Mar 2002,BB+
Uruguay,23 Jul 2001,BBB-
Uruguay,21 Sep 2000,BBB-
Uruguay,19 May 2000,BBB-
Uruguay,23 Jan 1997,BBB-
Uruguay,14 Jan 1997,BB+
Uruguay,26 Oct 1995,BB+
Uruguay,18 Jan 1995,BB+
Venezuela,16 Dec 2008,B+
Venezuela,18 Oct 2007,BB-
Venezuela,14 Nov 2005,BB-
Venezuela,20 Sep 2004,B+
Venezuela,23 Jun 2003,B-
Venezuela,10 Jan 2003,CCC+
Venezuela,28 Jun 2002,B
Venezuela,6 Feb 2002,B+
Venezuela,18 Dec 2001,BB-
Venezuela,21 Sep 2000,BB-
Venezuela,15 May 2000,BB-
Venezuela,2 Sep 1999,BB-
Venezuela,15 Sep 1997,BB-
Vietnam,28 Jul 2010,B+
Vietnam,11 Mar 2010,BB-
Vietnam,29 Jun 2009,BB-
Vietnam,29 May 2008,BB-
Vietnam,6 Nov 2003,BB-
Vietnam,11 Jun 2002,BB-
Zambia,2 Mar 2011,B+
